,0,1,2,3,4,5,6
0,-0.5554288097217537,-0.6960948654279989,-0.10296200726296226,1.8380213632735067,0.11153387494794062,-0.6132830617995506,-0.7249379245425281
1,-0.5554946439134683,-0.6942542788298046,-0.10302092309899914,1.8379483180162917,0.11112140246084669,-0.6151757512666162,-0.7247305662877712
2,-0.5574287166947772,-0.6924532654747623,-0.1007220948936099,1.8377427145826504,0.10817319576642936,-0.6169108224664828,-0.7225097033779386
3,-0.5596984405066922,-0.690665073859037,-0.0979476974293864,1.8375056288109441,0.10473861673243398,-0.6186267372945187,-0.7198618905187886
4,-0.5623416527114444,-0.6888837295870067,-0.09464452260243698,1.8372432831389278,0.10076409810808845,-0.620322475736018,-0.7167404081830848
5,-0.5652616882924074,-0.6871017487956461,-0.09092714132615998,1.836970708809341,0.09637643048561273,-0.6220071413783106,-0.7132403229493195
6,-0.5678490272401066,-0.6852662600485743,-0.08753677515354544,1.8367972541788558,0.09236376139051383,-0.6236928577171854,-0.7099682516873405
7,-0.5701288922087145,-0.6833812325759298,-0.08444616710062687,1.8367173531296987,0.0886948665673072,-0.6253748445228016,-0.7069025106695325
8,-0.572126233469387,-0.6814499257533694,-0.08162759126421389,1.8367261887483322,0.08533793721263006,-0.6270489726949443,-0.7040203994990436
9,-0.573863408344874,-0.6794750861800717,-0.07905593928269274,1.8368195771185596,0.08226399898345065,-0.6287118573107582,-0.7013010245019669
10,-0.5753603094637546,-0.6774590587326188,-0.07670868338817294,1.8369938545793942,0.07944692488226027,-0.6303607378900214,-0.6987253954597031
11,-0.5766346599162022,-0.6754038679646208,-0.07456560111229106,1.837245785648836,0.07686317032275505,-0.6319933670060831,-0.6962762818870047
12,-0.5777022796752401,-0.6733112804428689,-0.07260851663659063,1.8375724903992543,0.07449151288812805,-0.6336079183031291,-0.6939380596781706
13,-0.5785773180251399,-0.6711828533709412,-0.07082106957374373,1.8379713852061832,0.07231281043666382,-0.6352029126807064,-0.6916965607196842
14,-0.5792724555190424,-0.6690199725809916,-0.06918850970277178,1.8384401348891521,0.07030978230136908,-0.6367771579697874,-0.689538932837307
15,-0.5797990783078179,-0.6668238825090635,-0.06769751747539753,1.8389766143914361,0.06846681270783084,-0.6383296994276951,-0.6874535103624854
16,-0.5801674310315481,-0.6645957101879009,-0.06633604332445081,1.839578876297925,0.06676977352577836,-0.6398597798282374,-0.6854296950412032
17,-0.5803867494013379,-0.6623364845595582,-0.0650931674230662,1.8402451245463614,0.06520586588365677,-0.6413668065271889,-0.6834578477087374
18,-0.5804653756074936,-0.6600471520646616,-0.0639589759631278,1.840973692615423,0.06376348004814011,-0.6428503241998189,-0.6815291915004721
19,-0.5804108582169012,-0.6577285893938591,-0.06292445317782504,1.8417630253268693,0.062432071654421065,-0.6443099924470771,-0.6796357252644495
20,-0.5802300398961182,-0.6553816140802763,-0.061981385338306216,1.842611663034571,0.06120205033900755,-0.64574556774956,-0.6777701443657003
21,-0.5799291336861931,-0.6530069932376864,-0.06112227745991193,1.843518228887325,0.06006468330955466,-0.6471568878487789,-0.675925772692046
22,-0.5795137897270941,-0.6506054509131406,-0.060340279525310646,1.844481417746043,0.05901200817374013,-0.6485438591942247,-0.6740964997674656
23,-0.5789891536949248,-0.6481776742018744,-0.0596291212479744,1.8454999866770132,0.05803675693906909,-0.6499064463094276,-0.6722767260740208
24,-0.5783599181416841,-0.6457243185152671,-0.058983054955872485,1.8465727470206013,0.05713228773798592,-0.6512446629171367,-0.6704613134648035
25,-0.5776303677903272,-0.643246012185554,-0.05839680475283369,1.84769855693549,0.05629252440326714,-0.6525585649265888,-0.668645541187017
26,-0.5768044196634973,-0.6407433601022943,-0.05786552117325406,1.8488763160846173,0.05551190292298148,-0.6538482435332451,-0.6668250668896598
27,-0.5758856586027814,-0.6382169472483097,-0.05738474105753858,1.8501049597582082,0.05478532288272832,-0.6551138206015241,-0.6649958908075537
28,-0.5748773685352152,-0.6356673414961935,-0.056950351632318354,1.851383454364249,0.05410810480050103,-0.6563554441204816,-0.6631543242747608
