,0,1,2,3,4,5,6
0,-0.3,0.29998500012499957,0.20099998333341668,2.7450320188031514e-14,0.964557409286499,-4.8773762806320065e-12,-0.26387304067611694
1,-0.3,0.29994000199997334,0.2019998666693333,2.7450320188031514e-14,0.964557409286499,-4.8773762806320065e-12,-0.26387304067611694
2,-0.3,0.29986501012469624,0.20299955002024958,-0.0029186001047492027,0.9642191529273987,0.00323120248503983,-0.2650708258152008
3,-0.3,0.2997600319982934,0.20399893341866343,-0.00345773808658123,0.9644833207130432,0.006978634279221296,-0.2640290856361389
4,-0.3,0.2996250781184899,0.20499791692706784,-0.0037723788991570473,0.9653517007827759,0.01057675015181303,-0.2607104182243347
5,-0.3,0.29946016198056125,0.20599640064794447,-0.004019400104880333,0.9668050408363342,0.013877599500119686,-0.2551064193248749
6,-0.3,0.29926530007598384,0.20699428473375328,-0.004212106112390757,0.9687657952308655,0.016794424504041672,-0.2473723441362381
7,-0.3,0.29904051189078584,0.2079914693969173,-0.004357571713626385,0.9706096053123474,0.019460132345557213,-0.2398318499326706
8,-0.3,0.29878581990359826,0.20898785491980112,-0.004458105191588402,0.9723438620567322,0.0218892190605402,-0.23248332738876343
9,-0.3,0.29850124958340774,0.20998334166468283,-0.004519977606832981,0.9739751815795898,0.02409426122903824,-0.22532512247562408
10,-0.3,0.298186829387009,0.21097783008371748,-0.00454911170527339,0.9755099415779114,0.026087336242198944,-0.2183554321527481
11,-0.3,0.2978425907561599,0.21197122072889193,-0.0045507485046982765,0.9769540429115295,0.02788015641272068,-0.2115723192691803
12,-0.3,0.2974685681144364,0.2129634142619695,-0.004529460333287716,0.9783127903938293,0.029484067112207413,-0.20497362315654755
13,-0.3,0.29706479886379117,0.21395431146442365,-0.00448921462520957,0.9795914888381958,0.03091007098555565,-0.19855713844299316
14,-0.3,0.29663132338081266,0.21494381324735992,-0.004433424212038517,0.9807947874069214,0.03216877207159996,-0.192320317029953
15,-0.3,0.29616818501268805,0.2159318206614246,-0.004365012049674988,0.981927216053009,0.03327043354511261,-0.18626055121421814
16,-0.3,0.29567543007286823,0.21691823490669962,-0.00428647780790925,0.982992947101593,0.03422490134835243,-0.1803750991821289
17,-0.3,0.29515310783643645,0.21790295734258244,-0.004199942108243704,0.9839959740638733,0.0350416861474514,-0.17466098070144653
18,-0.3,0.2946012705351811,0.2188858894976501,-0.004107204731553793,0.9849399328231812,0.03572986274957657,-0.16911517083644867
